id,Plays,webVideoUrl,text,createTimeISO,authorMeta/name,searchHashtag/name,Shares,Comments
69,1500000,https://www.tiktok.com/@katierollins.tiktok/video/7256410895482441003,That girl didnt eat cheese 4x yesterday like i did #capcut #reminiapp #aiapp #ouch ,2023-07-16T13:40:54.000Z,katierollins.tiktok,aiapp,220,383
70,1300000,https://www.tiktok.com/@viviilizz/video/7240577338948193562,Oh well get ready Kakashi - I will steal your heart. #narutofilter #naruto #ai #aimanga #aimirror #aiapp #narutouniverse #fyp #fypシ #anitok #animetiktok #CapCut ,2023-06-03T21:38:13.000Z,viviilizz,aiapp,225,468
71,221100,https://www.tiktok.com/@jeriblossom27/video/7288990085624630536,Vannesa Hudgens or Ivanna charreng 😅🤣🤣🤣 the yearbook I never had 🤭 #foryoupage #fyp #aiapp #aiyearbook #epikapp ,2023-10-12T08:44:15.000Z,jeriblossom27,aiapp,24,205
72,540200,https://www.tiktok.com/@aidailyinsights/video/7242389738240363778,Imagica AI can build an app in minutes 🫢 #app #appai #aiapp #chatgpt #imagica #aitools #aitool #aitoolsforbusiness ,2023-06-08T18:51:10.000Z,aidailyinsights,aiapp,6809,281
73,331100,https://www.tiktok.com/@zady_experience/video/7177077725302197509,AI filter apps  AI filter effects  #zady_experience #aifilterapp #aieffect #aiapp #aichallenge #kaganxmasgiveaways ,2022-12-14T18:47:09.000Z,zady_experience,aiapp,142,3926
74,669700,https://www.tiktok.com/@techusama/video/7279361428904004869,Image To Video Ai Amazing App🔥 @DupDub Team  #DupDubTalkingAI #aiavatar #aitools #virtualinfluencer #ai #aiapp #talkingphotos #techusama #app #foryou #usatiktok #grow #tech #technology #techvideo #foryoupage #fypシ ,2023-09-16T10:00:09.000Z,techusama,aiapp,347,227
75,354700,https://www.tiktok.com/@237jackie/video/7176990802726374662,#AIapp #237jackie #237jackie🥰 ,2022-12-14T13:09:52.000Z,237jackie,aiapp,49,270
76,723400,https://www.tiktok.com/@universo.ia1/video/7278415394413497606,O padrão de beleza de cada estado brasileiro versão I.A parte final! O que acharam? Comentem mais ideias para os próximos vídeos ☺️!! #ia #aiapp #padraodebeleza #estadobrasileiro #foryou #fyy #curiosidades #estado #inteligenciaartificial #artificialintelligence #ai #aicreation #AprendaNoTikTok ,2023-09-13T20:49:05.000Z,universo.ia1,aiapp,181,2468
77,330500,https://www.tiktok.com/@xjay.halo/video/7173417881642880261,Sobbing PT2 #fy #ship #wlw #lgbtq #fyp #ai #faceplay #aiapp #aiapplications #meitu #meituapp #meituquality ,2022-12-04T22:05:08.000Z,xjay.halo,aiapp,24,162
78,293600,https://www.tiktok.com/@kwtdrn_/video/7239146057681112362,sorry for the innactivity guys. i decided to become a wattpad writer and somehow a helicopter crashed on me while i was walking my cat and then i got into a coma and my mom divorced my dad and there was some law stuff we had to do but then i found my long lost dog and we had to take care of him for a while but suddenly the mafia came knocking at my door saying im in severe debt. (i was grinding on ensemble stars)  #hoyoversestarrail #aichat #hyv #fypシ #hoyoverse #characteraibot #hoyo #starrail #honkai #foru #hsr #starrailcharacters #characterai #aiapp #characteraiapp #characteraichat ,2023-05-31T01:04:11.000Z,kwtdrn_,aiapp,533,986
79,987000,https://www.tiktok.com/@godigitalproduction/video/7286427020249140481,Digitize your photos with Ai app. Photo scanning app. #photomyne #memories #digitize #aiapp #vaangasollitharen #godigitalproduction #tamil #tamiltiktok #tamiltiktokmalaysia #tamiluae #tamilsrilanka #aiguru ,2023-10-05T10:58:21.000Z,godigitalproduction,aiapp,14500,214
80,2500000,https://www.tiktok.com/@r.bsalma/video/7175963065874189574,C’est incroyable!🥹#CapCut #ia #dawnai #fyp #pourtoi #avatar #viral #aitrend #iaapp @BSalma ,2022-12-11T18:41:43.000Z,r.bsalma,iaapp,399,517
81,640800,https://www.tiktok.com/@pedrodaniel.ia/video/7246164932775972102,Crie aplicativos e sites de uma forma incrível com essa ferramenta 🤖 Nome da ferramenta: uizard.io #ai #ia #aplicativo #chatgpt #ferramenta #inteligenciaartificial #artificialintelligence #gpt #chat #bing #pedrodanielia #mestredochatgpt #tecnologia #ferramentas #openai #conteudo #marketingdigital #markting #content #chatbot #digital #uizard #uizardio #aplicativoemsegundos #iaapp #aiapp #fyp #fypシ #foryoupage #foryou ,2023-06-18T23:00:50.000Z,pedrodaniel.ia,iaapp,9862,434
82,290600,https://www.tiktok.com/@pedrodaniel.ia/video/7253208119717776645,Crie Um Aplicativo Em Minutos 📱 #ai #ia #aplicativo #app #chatgpt #imagica #imagicaai #ferramenta #inteligenciaartificial #artificialintelligence #gpt #chat #bing #pedrodanielia #mestredochatgpt #tecnologia #ferramentas #openai #conteudo #marketingdigital #markting #content #chatbot #digital #uizard #uizardio #aplicativoemsegundos #iaapp #aiapp #fyp #foryou #fypシ #foryoupage ,2023-07-07T22:32:00.000Z,pedrodaniel.ia,iaapp,3932,117
83,157200,https://www.tiktok.com/@pedrodaniel.ia/video/7261740715468737797,Crie Vídeos Usando Imagens 📹 #ai #ia #aplicativo #chatgpt #runway #runwayml #video #imagetovideo #imagememvideo #ferramenta #inteligenciaartificial #artificialintelligence #gpt #chat #bing #pedrodanielia #mestredochatgpt #tecnologia #ferramentas #openai #conteudo #marketingdigital #markting #content #chatbot #digital #uizard #uizardio #aplicativoemsegundos #iaapp #fyp #foryou #foryoupage #fypシ ,2023-07-30T22:22:49.000Z,pedrodaniel.ia,iaapp,2403,93
84,578800,https://www.tiktok.com/@lucie9601/video/7176822346680978693,C'est incroyable! Cliquez juste sur « essaie ce modèle »#CapCut #ia #dawnai #fyp #pourtoi #avatar #viral #aitrend #iaapp @❤️💎Lucie🦋🌹 ,2022-12-14T02:16:16.000Z,lucie9601,iaapp,60,280
85,131400,https://www.tiktok.com/@luisbizz/video/7193772448670600454,Otro poco y la Inteligencia Artificial me quita la chamba 😅 #atificialintelligence #atificialintelligenceapps #ai #aiartificialintelligence #inteligenciaartificial #inteligencia_artificial #techtok #apps #iaapp #aiapp #aiapps ,2023-01-28T18:31:13.000Z,luisbizz,iaapp,456,17
86,57900,https://www.tiktok.com/@jafar_ouedraogo/video/7177026712755064069,c’est oufff🫠🫠❤️#ia #dawnia #iaapp #aitrend #fyp ,2022-12-14T15:29:14.000Z,jafar_ouedraogo,iaapp,1,34
87,66600,https://www.tiktok.com/@nuriared/video/7184142397369027846,"Herramienta muy top, para hacer textos gratis para tu blog #contentcreator #blogcontent #iaapp #copywriting #tiktoktip ",2023-01-02T19:41:43.000Z,nuriared,iaapp,1669,12
88,29900,https://www.tiktok.com/@pedrodaniel.ia/video/7287350774206582022,Crie aplicativos e sites de uma forma incrível com essa ferramenta 🤖 Nome da ferramenta: uizard.io #ai #ia #aplicativo #chatgpt #ferramenta #inteligenciaartificial #artificialintelligence #gpt #chat #bing #pedrodanielia #mestredochatgpt #tecnologia #ferramentas #openai #conteudo #marketingdigital #markting #content #chatbot #digital #uizard #uizardio #aplicativoemsegundos #iaapp #aiapp #fyp #fypシ #foryou #foryoupage ,2023-10-07T22:42:55.000Z,pedrodaniel.ia,iaapp,555,17
89,22800,https://www.tiktok.com/@pedrodaniel.ia/video/7260257523649842437,Crie Templates de Sites a Apartir de Um Desenho a Mão✍️ A inteligência artificial chegou para facilitar o seu trabalho Não te substituir Nome da ferramenta: uizard.io #ai #ia #aplicativo #chatgpt #ferramenta #inteligenciaartificial #artificialintelligence #gpt #chat #bing #pedrodanielia #mestredochatgpt #tecnologia #ferramentas #openai #conteudo #marketingdigital #markting #content #chatbot #digital #uizard #uizardio #aplicativoemsegundos #iaapp #aiapp #fyp #fypシ #foryou #foryoupage ,2023-07-26T22:27:16.000Z,pedrodaniel.ia,iaapp,187,8
90,31900,https://www.tiktok.com/@tesisprimero/video/7274798597223271686,Aplicaciones con IA 🤖 #tesisprimero #iaapp #inteligenciaartificial #tesistas ,2023-09-04T02:54:10.000Z,tesisprimero,iaapp,583,9
91,12700,https://www.tiktok.com/@luisbizz/video/7210169701731716358,Con la IA la vida es más sabrosa 🏖️🤖 #inteligenciaartificial #iaapp #ia #artificialintelligence #aiapp #ai ,2023-03-13T23:00:59.000Z,luisbizz,iaapp,84,4
92,4128,https://www.tiktok.com/@prissoujv/video/7178507507894111494,#CapCut #fyp* #pourtoi #gospelvideos #gospelmusic #positivevibes #priscajv #congolaise #angolaise🇦🇴  #foryou  #curvymodel #tiktokcongokinshasa🇨🇩🇨🇩🇨🇩  #ia #dawnai #fp #pourtoi #avatar #viral #aitrend #iaapp ,2022-12-18T15:15:28.000Z,prissoujv,iaapp,1,28
93,1415,https://www.tiktok.com/@rolybaby_/video/7176437096385645829,ahora con una foto !!!! #rolybaby #todossomosrolybaby #foryou #parati #foryoupage #ai #ia #iaapp ,2022-12-13T01:21:15.000Z,rolybaby_,iaapp,0,23
94,4803,https://www.tiktok.com/@blaackpearl0/video/7178563159240756486,#CapCut #ia #dawnai #fyp #pourtoi #avatar #viral   #aitrend #iaapp,2022-12-18T18:51:24.000Z,blaackpearl0,iaapp,0,7
95,15300,https://www.tiktok.com/@vallyglitch/video/7264559162229558561,"Disegnare a mano (male) e trasformare il tuo disegno in pezzi di arte digitale... sì, non è impossibile grazie a stable-doodle.  Questa AI mi è sembrata davvero carina e può essere utile in tantissimi modi proprio perché può partire da un tuo disegno fatto col mouse (e quindi da un disegno brutto😅) e lo può trasformare in qualcosa di davvero bello  Make AI paint anything you like! Amazing AI art generator @The Glitch @The Glitch @The Glitch  #aiart #aiapp #aitool #aiartgenerator #strumentiutili #intelligenzaartificiale #ai #digitalmarketing  #artificialintelligence #ia #artificial_intelligence #intelligenza_artificiale #iatool #generativeai #generativeaifill #generativeia #iaapp #iapp #appai #appia #appart #artapp #aitools #iatools #toolia #toolai #toolsai #appforart #appforartists #midjourney #chatgpt ",2023-08-07T12:39:53.000Z,vallyglitch,iaapp,131,21
96,12500,https://www.tiktok.com/@vallyglitch/video/7226283661916900634,Questa AI dà del filo da torcere a Midjourney : Nightcafe è qui! @The Glitch  @The Glitch @The Glitch  #midjourney #nightcafe #nightcafestudio #nightcafeai #nightcafeartgenerator #ai #ia #intelligenzaartificiale #intelligenzartificiale #artificialintelligence #intelligenzaartificialeartistica #intelligenzartificialeart #aiart #iaart #aitool #aitools #iatool #iatools #bestai #aibest #iabest #aiapp #aiapps #aiapplications #aiapptrend #iaapp #toolai #toolia #toolsai #tiktokviralvideo #aiartgenerator #aiediting #aigenerator #aifreetools #aitok #aiart #aigraphic #chatgpttools #sitiutili #chatgpt #gpt #gpt4 #gpt3 #gpt350 #gpt35 #aitiktok #tiktokai #iatok #iatiktok #perte @NightCafe Studio | AI Art ,2023-04-26T09:11:23.000Z,vallyglitch,iaapp,183,26
97,3639,https://www.tiktok.com/@_shiny__c/video/7177341707359390981,C’est incroyable 😻 #CapCut #ia #dawnai #ai #avatar #viral #trendai #aitrend #iaapp #pourtoi #fyp ,2022-12-15T11:51:33.000Z,_shiny__c,iaapp,1,0
98,14400,https://www.tiktok.com/@vallyglitch/video/7224781436560215322,SLIDES in 10 secondi con questa AI 😱💥😍 @The Glitch @The Glitch @The Glitch  #aiart #ai #ia #aislides #slidesai #intelligenzaartificiale #intelligenzartificiale #intelligenzartificialeart #presentazioni #toolutili #aitool #toolai #iatool #toolia #aitools #aitoolsforbusiness #iatools #bestai #freeai #aifree #aigratis #iagratis #besttool #bestool #besttols #bestools #aibest #aiapp #aiapps #aiapplications #aiapptrend #iaapp #appai #appia #intelligenceartificielle #presentazioni #tomeai #tome #tiktokviralvideo #aitok #aiart ,2023-04-22T08:01:58.000Z,vallyglitch,iaapp,204,15
99,3590,https://www.tiktok.com/@solamenteia/video/7291397575901547809,#appsia #chatgpt #iaapp #iaapproved #perplexityai #askai #genie #chaton #perplexity #herramientasia #apps #aplicaciones #aprendeia #soloia #conia #chatgtp#chatgtpideas #chatgpt ,2023-10-18T20:26:36.000Z,solamenteia,iaapp,12,0
